Region,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area
Jharkhand, 31-07-2019,M,15.67,2434579.0,42.82,Northeast
Jharkhand, 31-08-2019,M,20.25,2335406.0,43.35,Northeast
Jharkhand, 30-09-2019,M,21.16,2357627.0,44.18,Northeast
Jharkhand, 31-10-2019,M,19.05,2460196.0,44.82,Northeast
Jharkhand, 30-11-2019,M,17.34,2424281.0,43.17,Northeast
Jharkhand, 31-12-2019,M,22.01,2290170.0,43.14,Northeast
Jharkhand, 31-01-2020,M,22.96,2329293.0,44.33,Northeast
Jharkhand, 29-02-2020,M,19.67,2493023.0,45.42,Northeast
Jharkhand, 31-03-2020,M,16.4,2480661.0,43.34,Northeast
Jharkhand, 30-04-2020,M,61.48,1054829.0,39.92,Northeast
Jharkhand, 31-05-2020,M,70.17,830347.0,40.49,Northeast
Jharkhand, 30-06-2020,M,19.38,2244460.0,40.43,Northeast
Karnataka, 31-05-2019,M,6.56,8638239.0,40.62,Northeast
Karnataka, 30-06-2019,M,5.0,8862498.0,40.89,Northeast
Karnataka, 31-07-2019,M,2.29,8738029.0,39.09,Northeast
Karnataka, 31-08-2019,M,1.27,8614340.0,38.04,Northeast
Karnataka, 30-09-2019,M,3.57,8647794.0,39.0,Northeast
Karnataka, 31-10-2019,M,3.87,8799249.0,39.7,Northeast
Karnataka, 30-11-2019,M,3.44,8613835.0,38.6,Northeast
Karnataka, 31-12-2019,M,1.56,8592376.0,37.66,Northeast
Karnataka, 31-01-2020,M,3.31,8749154.0,38.94,Northeast
Karnataka, 29-02-2020,M,2.88,8924061.0,39.45,Northeast
Karnataka, 31-03-2020,M,4.92,9225835.0,41.55,Northeast
Karnataka, 30-04-2020,M,25.12,7387995.0,42.14,Northeast
Karnataka, 31-05-2020,M,15.88,8669258.0,43.9,Northeast
Karnataka, 30-06-2020,M,6.12,8822411.0,39.93,Northeast
Kerala, 31-05-2019,M,6.11,4605913.0,36.65,Northeast
Kerala, 30-06-2019,M,6.67,4678374.0,37.42,Northeast
Kerala, 31-07-2019,M,7.58,4105211.0,33.13,Northeast
Kerala, 31-08-2019,M,7.69,4448650.0,35.91,Northeast
Kerala, 30-09-2019,M,5.52,4640642.0,36.57,Northeast
Kerala, 31-10-2019,M,5.35,4644510.0,36.49,Northeast
Kerala, 30-11-2019,M,6.71,4062767.0,32.36,Northeast
Kerala, 31-12-2019,M,7.31,4440283.0,35.56,Northeast
Kerala, 31-01-2020,M,6.65,4597507.0,36.53,Northeast
Kerala, 29-02-2020,M,6.08,4624444.0,36.48,Northeast
Kerala, 31-03-2020,M,9.14,4079775.0,33.24,Northeast
Kerala, 30-04-2020,M,21.43,2179106.0,20.51,Northeast
Kerala, 31-05-2020,M,30.28,2826118.0,29.95,Northeast
Kerala, 30-06-2020,M,12.17,4601293.0,38.68,Northeast
Madhya Pradesh, 31-05-2019,M,3.91,6692720.0,38.96,Northeast
Madhya Pradesh, 30-06-2019,M,6.38,6509340.0,38.8,Northeast
Madhya Pradesh, 31-07-2019,M,7.38,6266446.0,37.67,Northeast
Madhya Pradesh, 31-08-2019,M,6.82,6809834.0,40.6,Northeast
Madhya Pradesh, 30-09-2019,M,7.0,6655967.0,39.67,Northeast
Madhya Pradesh, 31-10-2019,M,4.4,6603715.0,38.2,Northeast
Madhya Pradesh, 30-11-2019,M,6.06,6459457.0,37.94,Northeast
Madhya Pradesh, 31-12-2019,M,6.2,6787403.0,39.83,Northeast
Madhya Pradesh, 31-01-2020,M,5.17,6834930.0,39.59,Northeast
Madhya Pradesh, 29-02-2020,M,4.96,6533435.0,37.68,Northeast
Madhya Pradesh, 31-03-2020,M,4.8,6386723.0,36.68,Northeast
Madhya Pradesh, 30-04-2020,M,11.94,4802873.0,29.76,Northeast
Madhya Pradesh, 31-05-2020,M,40.49,3879934.0,35.49,Northeast
Madhya Pradesh, 30-06-2020,M,12.72,6221562.0,38.72,Northeast
Maharashtra, 31-05-2019,M,6.08,16962574.0,38.3,Northeast
Maharashtra, 30-06-2019,M,6.46,17375053.0,39.3,Northeast
Maharashtra, 31-07-2019,M,6.35,17215677.0,38.81,Northeast
Maharashtra, 31-08-2019,M,7.57,16602767.0,37.84,Northeast
Maharashtra, 30-09-2019,M,7.6,17396398.0,39.58,Northeast
Maharashtra, 31-10-2019,M,7.51,17221991.0,39.05,Northeast
Maharashtra, 30-11-2019,M,7.6,17486683.0,39.61,Northeast
Maharashtra, 31-12-2019,M,7.83,16581144.0,37.57,Northeast
Maharashtra, 31-01-2020,M,6.67,16715470.0,37.32,Northeast
Maharashtra, 29-02-2020,M,5.34,17122782.0,37.61,Northeast
Maharashtra, 31-03-2020,M,6.34,17065830.0,37.8,Northeast
Maharashtra, 30-04-2020,M,14.99,12674451.0,30.86,Northeast
Maharashtra, 31-05-2020,M,15.92,12365754.0,30.38,Northeast
Maharashtra, 30-06-2020,M,10.01,16172690.0,37.04,Northeast
Meghalaya, 31-05-2019,M,8.4,228978.0,47.79,Northeast
Meghalaya, 30-06-2019,M,8.66,231252.0,48.29,Northeast
Meghalaya, 31-07-2019,M,4.43,284015.0,56.55,Northeast
Meghalaya, 31-08-2019,M,5.8,259433.0,52.27,Northeast
Meghalaya, 30-09-2019,M,5.3,253887.0,50.77,Northeast
Meghalaya, 31-10-2019,M,7.2,234375.0,47.71,Northeast
Meghalaya, 30-11-2019,M,3.02,293431.0,57.02,Northeast
Meghalaya, 31-12-2019,M,5.21,267417.0,53.04,Northeast
Meghalaya, 31-01-2020,M,4.76,261687.0,51.53,Northeast
Meghalaya, 29-02-2020,M,7.37,233965.0,47.26,Northeast
Meghalaya, 31-03-2020,M,2.8,289735.0,55.64,Northeast
Meghalaya, 30-04-2020,M,17.39,161939.0,36.51,Northeast
Meghalaya, 31-05-2020,M,14.58,222916.0,48.48,Northeast
Odisha, 31-05-2019,M,2.95,2519582.0,41.26,Northeast
Odisha, 30-06-2019,M,2.63,2356290.0,38.39,Northeast
Odisha, 31-07-2019,M,1.78,2542237.0,40.99,Northeast
Odisha, 31-08-2019,M,3.5,2456983.0,40.25,Northeast
Odisha, 30-09-2019,M,3.78,2570663.0,42.15,Northeast
Odisha, 31-10-2019,M,4.5,2456855.0,40.51,Northeast
Odisha, 30-11-2019,M,2.23,2594469.0,41.71,Northeast
Odisha, 31-12-2019,M,3.36,2369048.0,38.46,Northeast
Odisha, 31-01-2020,M,2.28,2561320.0,41.05,Northeast
Odisha, 29-02-2020,M,2.19,2438080.0,38.97,Northeast
Odisha, 31-03-2020,M,3.96,2457952.0,39.93,Northeast
Odisha, 30-04-2020,M,20.5,1303244.0,25.53,Northeast
Odisha, 31-05-2020,M,10.0,1975481.0,34.12,Northeast
Odisha, 30-06-2020,M,2.18,2221069.0,35.24,Northeast
Puducherry, 31-05-2019,M,1.25,283905.0,35.71,Northeast
Puducherry, 30-06-2019,M,0.0,304369.0,37.73,Northeast
Puducherry, 31-07-2019,M,0.0,281117.0,34.77,Northeast
Puducherry, 31-08-2019,M,8.95,312882.0,42.41,Northeast
Puducherry, 30-09-2019,M,1.22,286573.0,35.73,Northeast
Puducherry, 31-10-2019,M,1.17,312548.0,38.86,Northeast
Puducherry, 30-11-2019,M,1.37,275003.0,34.19,Northeast
Puducherry, 31-12-2019,M,5.21,313135.0,40.42,Northeast
Puducherry, 31-01-2020,M,0.57,281698.0,34.59,Northeast
Puducherry, 29-02-2020,M,1.78,310342.0,38.5,Northeast
Puducherry, 31-03-2020,M,0.62,278851.0,34.12,Northeast
Puducherry, 30-04-2020,M,76.74,68122.0,35.54,Northeast
Puducherry, 31-05-2020,M,75.0,64538.0,31.25,Northeast
Puducherry, 30-06-2020,M,4.55,234926.0,29.73,Northeast
Punjab, 31-05-2019,M,13.49,3289918.0,40.03,Northeast
Punjab, 30-06-2019,M,13.17,3307798.0,40.02,Northeast
Punjab, 31-07-2019,M,11.61,3592442.0,42.62,Northeast
Punjab, 31-08-2019,M,11.99,3499863.0,41.61,Northeast
Punjab, 30-09-2019,M,15.69,3227178.0,39.97,Northeast
Punjab, 31-10-2019,M,13.75,3070438.0,37.1,Northeast
Punjab, 30-11-2019,M,10.39,3602243.0,41.82,Northeast
Punjab, 31-12-2019,M,11.97,3575778.0,42.17,Northeast
Punjab, 31-01-2020,M,13.68,3252622.0,39.04,Northeast
Punjab, 29-02-2020,M,11.99,3219227.0,37.82,Northeast
Punjab, 31-03-2020,M,9.97,3601793.0,41.29,Northeast
Punjab, 30-04-2020,M,1.13,2298975.0,23.95,Northeast
Punjab, 31-05-2020,M,20.54,2682658.0,34.71,Northeast
Punjab, 30-06-2020,M,10.55,3047750.0,34.96,Northeast
Rajasthan, 31-05-2019,M,13.62,5108436.0,39.44,Northeast
Rajasthan, 30-06-2019,M,14.36,5241174.0,40.73,Northeast
Rajasthan, 31-07-2019,M,11.67,5372470.0,40.38,Northeast
Rajasthan, 31-08-2019,M,14.71,5195170.0,40.34,Northeast
Rajasthan, 30-09-2019,M,12.63,5176819.0,39.15,Northeast
Rajasthan, 31-10-2019,M,13.02,5384335.0,40.8,Northeast
Rajasthan, 30-11-2019,M,14.3,5306715.0,40.73,Northeast
Rajasthan, 31-12-2019,M,18.04,5109481.0,40.9,Northeast
Rajasthan, 31-01-2020,M,18.82,5157363.0,41.59,Northeast
Rajasthan, 29-02-2020,M,17.02,5288343.0,41.62,Northeast
Rajasthan, 31-03-2020,M,18.54,4964911.0,39.71,Northeast
Rajasthan, 30-04-2020,M,35.53,2932923.0,29.57,Northeast
Rajasthan, 31-05-2020,M,25.35,4225486.0,36.71,Northeast
Rajasthan, 30-06-2020,M,13.04,5275784.0,39.26,Northeast
Sikkim, 31-05-2019,M,8.2,89587.0,48.61,Northeast
Sikkim, 30-06-2019,M,7.76,89702.0,48.13,Northeast
Sikkim, 31-07-2019,M,2.56,108334.0,54.67,Northeast
Sikkim, 31-08-2019,M,4.82,90850.0,46.63,Northeast
Sikkim, 30-09-2019,M,4.81,89450.0,45.61,Northeast
Sikkim, 31-10-2019,M,9.68,87974.0,46.97,Northeast
Sikkim, 30-11-2019,M,4.04,107751.0,53.8,Northeast
Sikkim, 31-12-2019,M,7.37,88035.0,45.24,Northeast
Sikkim, 31-03-2020,M,20.45,86186.0,50.57,Northeast
Sikkim, 30-04-2020,M,5.77,81905.0,40.31,Northeast
Sikkim, 31-05-2020,M,19.75,75456.0,43.32,Northeast
Sikkim, 30-06-2020,M,2.63,76269.0,35.85,Northeast
Tamil Nadu, 31-05-2019,M,0.89,11798080.0,37.31,Northeast
Tamil Nadu, 30-06-2019,M,1.56,12318745.0,39.16,Northeast
Tamil Nadu, 31-07-2019,M,3.18,12054414.0,38.89,Northeast
Tamil Nadu, 31-08-2019,M,9.53,11933093.0,41.13,Northeast
Tamil Nadu, 30-09-2019,M,1.86,11902824.0,37.76,Northeast
Tamil Nadu, 31-10-2019,M,1.13,12223948.0,38.42,Northeast
Tamil Nadu, 30-11-2019,M,2.65,11729952.0,37.38,Northeast
Tamil Nadu, 31-12-2019,M,8.05,12260389.0,41.29,Northeast
Tamil Nadu, 31-01-2020,M,2.05,11926995.0,37.64,Northeast
Tamil Nadu, 29-02-2020,M,3.31,11742101.0,37.48,Northeast
Tamil Nadu, 31-03-2020,M,6.46,10982178.0,36.17,Northeast
Tamil Nadu, 30-04-2020,M,45.55,4632967.0,26.17,Northeast
Tamil Nadu, 31-05-2020,M,25.95,5733921.0,23.77,Northeast
Tamil Nadu, 30-06-2020,M,24.93,7741005.0,31.6,Northeast
Telangana, 31-05-2019,M,1.52,5560649.0,44.59,Northeast
Telangana, 30-06-2019,M,1.43,5683349.0,45.43,Northeast
Telangana, 31-07-2019,M,3.73,5432503.0,44.36,Northeast
Telangana, 31-08-2019,M,4.19,5544693.0,45.39,Northeast
Telangana, 30-09-2019,M,6.19,5668785.0,47.28,Northeast
Telangana, 31-10-2019,M,6.74,5318341.0,44.51,Northeast
Telangana, 30-11-2019,M,5.23,5338119.0,43.87,Northeast
Telangana, 31-12-2019,M,4.22,5317782.0,43.13,Northeast
Telangana, 31-01-2020,M,6.49,5543380.0,45.95,Northeast
Telangana, 29-02-2020,M,6.74,5521496.0,45.78,Northeast
Telangana, 31-03-2020,M,6.1,5313236.0,43.65,Northeast
Telangana, 30-04-2020,M,10.5,3378431.0,29.05,Northeast
Telangana, 31-05-2020,M,36.57,3108830.0,37.63,Northeast
Telangana, 30-06-2020,M,6.92,4577995.0,37.68,Northeast
Tripura, 31-05-2019,M,34.69,423127.0,69.5,Northeast
Tripura, 30-06-2019,M,25.59,408738.0,58.8,Northeast
Tripura, 31-07-2019,M,25.81,410583.0,59.1,Northeast
Tripura, 31-08-2019,M,33.45,368977.0,59.07,Northeast
Tripura, 30-09-2019,M,33.57,418043.0,66.9,Northeast
Tripura, 31-10-2019,M,26.67,414808.0,60.0,Northeast
Tripura, 30-11-2019,M,27.15,427700.0,62.14,Northeast
Tripura, 31-12-2019,M,33.48,399427.0,63.41,Northeast
Tripura, 31-01-2020,M,34.37,450155.0,72.26,Northeast
Tripura, 29-02-2020,M,33.88,415339.0,66.04,Northeast
Tripura, 31-03-2020,M,25.69,450271.0,63.56,Northeast
Tripura, 30-04-2020,M,34.88,296431.0,47.65,Northeast
Tripura, 31-05-2020,M,16.78,384999.0,48.31,Northeast
Tripura, 30-06-2020,M,27.47,391015.0,56.17,Northeast
Uttar Pradesh, 31-05-2019,M,14.4,13391244.0,40.43,Northeast
Uttar Pradesh, 30-06-2019,M,11.62,13624452.0,39.75,Northeast
Uttar Pradesh, 31-07-2019,M,11.8,13862431.0,40.43,Northeast
Uttar Pradesh, 31-08-2019,M,14.73,13580241.0,40.87,Northeast
Uttar Pradesh, 30-09-2019,M,13.58,13522970.0,40.07,Northeast
Uttar Pradesh, 31-10-2019,M,10.35,13938303.0,39.71,Northeast
Uttar Pradesh, 30-11-2019,M,11.31,14128888.0,40.6,Northeast
Uttar Pradesh, 31-12-2019,M,12.37,13857200.0,40.21,Northeast
Uttar Pradesh, 31-01-2020,M,12.34,13656250.0,39.52,Northeast
Uttar Pradesh, 29-02-2020,M,11.65,13803099.0,39.54,Northeast
Uttar Pradesh, 31-03-2020,M,12.32,13889632.0,40.0,Northeast
Uttar Pradesh, 30-04-2020,M,26.94,10944379.0,37.74,Northeast
Uttar Pradesh, 31-05-2020,M,32.06,11111486.0,41.1,Northeast
Uttar Pradesh, 30-06-2020,M,13.05,13208724.0,38.09,Northeast
Uttarakhand, 31-05-2019,M,9.17,676797.0,26.33,Northeast
Uttarakhand, 30-06-2019,M,4.69,906889.0,33.54,Northeast
Uttarakhand, 31-07-2019,M,6.94,859900.0,32.48,Northeast
Uttarakhand, 31-08-2019,M,7.43,823967.0,31.21,Northeast
Uttarakhand, 30-09-2019,M,9.62,711150.0,27.51,Northeast
Uttarakhand, 31-10-2019,M,4.72,925174.0,33.87,Northeast
Uttarakhand, 30-11-2019,M,6.34,904903.0,33.61,Northeast
Uttarakhand, 31-12-2019,M,7.39,844779.0,31.65,Northeast
Uttarakhand, 31-01-2020,M,8.92,725253.0,27.55,Northeast
Uttarakhand, 29-02-2020,M,5.28,963408.0,35.11,Northeast
Uttarakhand, 31-03-2020,M,8.15,889245.0,33.33,Northeast
Uttarakhand, 30-04-2020,M,13.18,748041.0,29.59,Northeast
Uttarakhand, 31-05-2020,M,17.36,778590.0,32.27,Northeast
Uttarakhand, 30-06-2020,M,5.08,989470.0,35.61,Northeast
West Bengal, 31-05-2019,M,7.25,11306177.0,46.37,Northeast
West Bengal, 30-06-2019,M,7.38,10611498.0,43.51,Northeast
West Bengal, 31-07-2019,M,7.91,10779829.0,44.38,Northeast
West Bengal, 31-08-2019,M,7.27,11456493.0,46.77,Northeast
West Bengal, 30-09-2019,M,7.79,11158649.0,45.74,Northeast
West Bengal, 31-10-2019,M,7.83,10563686.0,43.25,Northeast
West Bengal, 30-11-2019,M,6.61,10768462.0,43.44,Northeast
West Bengal, 31-12-2019,M,7.24,11335696.0,45.97,Northeast
West Bengal, 31-01-2020,M,7.27,11208617.0,45.39,Northeast
West Bengal, 29-02-2020,M,7.55,10871168.0,44.09,Northeast
West Bengal, 31-03-2020,M,6.67,10806105.0,43.34,Northeast
West Bengal, 30-04-2020,M,15.63,9299466.0,41.2,Northeast
West Bengal, 31-05-2020,M,15.22,9240903.0,40.67,Northeast
West Bengal, 30-06-2020,M,9.86,9088931.0,37.57,Northeast
Andhra Pradesh, 31-01-2020,M,5.48,16635535.0,41.02,South
Andhra Pradesh, 29-02-2020,M,5.83,16545652.0,40.9,South
Andhra Pradesh, 31-03-2020,M,5.79,15881197.0,39.18,South
Andhra Pradesh, 30-04-2020,M,20.51,11336911.0,33.1,South
Andhra Pradesh, 31-05-2020,M,17.43,12988845.0,36.46,South
Andhra Pradesh, 30-06-2020,M,3.31,19805400.0,47.41,South
Andhra Pradesh, 31-07-2020,M,8.34,15431615.0,38.91,South
Andhra Pradesh, 31-08-2020,M,6.96,15251776.0,37.83,South
Andhra Pradesh, 30-09-2020,M,6.4,15220312.0,37.47,South
Andhra Pradesh, 31-10-2020,M,6.59,15157557.0,37.34,South
Assam, 31-01-2020,M,4.66,13051904.0,52.98,Northeast
Assam, 29-02-2020,M,4.41,10088268.0,40.77,Northeast
Assam, 31-03-2020,M,4.77,11542888.0,46.73,Northeast
Assam, 30-04-2020,M,11.06,6830817.0,29.55,Northeast
Assam, 31-05-2020,M,9.55,11367897.0,48.26,Northeast
Assam, 30-06-2020,M,0.6,9095944.0,35.07,Northeast
Assam, 31-07-2020,M,3.77,10286757.0,40.88,Northeast
Assam, 31-08-2020,M,5.53,9781310.0,39.52,Northeast
Assam, 30-09-2020,M,1.19,14107641.0,54.38,Northeast
Assam, 31-10-2020,M,3.02,11949329.0,46.84,Northeast
Bihar, 31-01-2020,M,10.61,26397671.0,37.72,East
Bihar, 29-02-2020,M,10.29,26281655.0,37.35,East
Bihar, 31-03-2020,M,15.43,25717519.0,38.69,East
Bihar, 30-04-2020,M,46.64,16046236.0,38.17,East
Bihar, 31-05-2020,M,45.96,16280203.0,38.16,East
Bihar, 30-06-2020,M,17.82,23963933.0,36.86,East
Bihar, 31-07-2020,M,12.79,24989370.0,36.14,East
Bihar, 31-08-2020,M,13.44,23795534.0,34.59,East
Bihar, 30-09-2020,M,11.91,26902907.0,38.35,East
Bihar, 31-10-2020,M,9.82,25693252.0,35.7,East
Chhattisgarh, 31-01-2020,M,9.65,8552172.0,43.08,West
Chhattisgarh, 29-02-2020,M,8.38,9195114.0,45.58,West
Chhattisgarh, 31-03-2020,M,7.54,9302317.0,45.59,West
Chhattisgarh, 30-04-2020,M,3.41,7600448.0,35.58,West
Chhattisgarh, 31-05-2020,M,10.5,6991217.0,35.23,West
Chhattisgarh, 30-06-2020,M,14.23,7332807.0,38.48,West
Chhattisgarh, 31-07-2020,M,10.27,8620294.0,43.14,West
Chhattisgarh, 31-08-2020,M,5.63,9050422.0,42.97,West
Chhattisgarh, 30-09-2020,M,1.96,9021854.0,41.14,West
Chhattisgarh, 31-10-2020,M,6.62,8546847.0,40.82,West
Delhi, 31-01-2020,M,22.23,5805284.0,47.79,North
Delhi, 29-02-2020,M,14.84,5856307.0,43.92,North
Delhi, 31-03-2020,M,17.04,5553805.0,42.65,North
Delhi, 30-04-2020,M,16.68,3119274.0,23.8,North
Delhi, 31-05-2020,M,42.27,2632404.0,28.91,North
Delhi, 30-06-2020,M,18.19,4418914.0,34.17,North
Delhi, 31-07-2020,M,20.3,4291053.0,33.97,North
Delhi, 31-08-2020,M,13.79,4850107.0,35.41,North
Delhi, 30-09-2020,M,12.53,4958373.0,35.59,North
Delhi, 31-10-2020,M,6.27,4842698.0,32.36,North
Goa, 31-01-2020,M,8.89,416750.0,35.73,West
Goa, 29-02-2020,M,2.81,478068.0,38.38,West
Goa, 31-03-2020,M,5.25,411761.0,33.88,West
Goa, 30-04-2020,M,13.31,500614.0,44.97,West
Goa, 31-05-2020,M,21.25,378244.0,37.36,West
Goa, 30-06-2020,M,9.96,489111.0,42.21,West
Goa, 31-07-2020,M,17.07,458876.0,42.94,West
Goa, 31-08-2020,M,16.21,473016.0,43.76,West
Goa, 30-09-2020,M,15.38,425004.0,38.89,West
Goa, 31-10-2020,M,11.54,392304.0,34.3,West
Gujarat, 31-01-2020,M,5.54,24126346.0,48.49,West
Gujarat, 29-02-2020,M,6.38,24757795.0,50.11,West
Gujarat, 31-03-2020,M,6.66,23566641.0,47.75,West
Gujarat, 30-04-2020,M,18.71,15288878.0,35.5,West
Gujarat, 31-05-2020,M,12.11,17836936.0,38.23,West
Gujarat, 30-06-2020,M,3.2,23657055.0,45.96,West
Gujarat, 31-07-2020,M,1.84,24276120.0,46.41,West
Gujarat, 31-08-2020,M,1.87,22817232.0,43.55,West
Gujarat, 30-09-2020,M,3.42,25010199.0,48.41,West
Gujarat, 31-10-2020,M,4.03,25970259.0,50.49,West
Haryana, 31-01-2020,M,20.34,7693231.0,43.36,North
Haryana, 29-02-2020,M,25.77,7322942.0,44.21,North
Haryana, 31-03-2020,M,25.05,6641555.0,39.63,North
Haryana, 30-04-2020,M,43.22,5647630.0,44.38,North
Haryana, 31-05-2020,M,29.02,6437868.0,40.39,North
Haryana, 30-06-2020,M,26.7,6951934.0,42.14,North
Haryana, 31-07-2020,M,24.18,6800652.0,39.77,North
Haryana, 31-08-2020,M,33.5,7113788.0,47.32,North
Haryana, 30-09-2020,M,19.68,7132439.0,39.2,North
Haryana, 31-10-2020,M,27.31,6698551.0,40.6,North
Himachal Pradesh, 31-01-2020,M,16.83,2287632.0,45.5,North
Himachal Pradesh, 29-02-2020,M,16.84,2180268.0,43.3,North
Himachal Pradesh, 31-03-2020,M,18.76,2021858.0,41.04,North
Himachal Pradesh, 30-04-2020,M,2.2,1131128.0,19.04,North
Himachal Pradesh, 31-05-2020,M,26.95,1897639.0,42.7,North
Himachal Pradesh, 30-06-2020,M,13.47,2199683.0,41.72,North
Himachal Pradesh, 31-07-2020,M,24.31,2229456.0,48.25,North
Himachal Pradesh, 31-08-2020,M,15.79,2029740.0,39.42,North
Himachal Pradesh, 30-09-2020,M,12.04,2237480.0,41.54,North
Himachal Pradesh, 31-10-2020,M,13.46,2123965.0,40.01,North
Jammu & Kashmir, 31-01-2020,M,21.08,3453025.0,42.2,North
Jammu & Kashmir, 29-02-2020,M,20.78,3223513.0,39.17,North
Jammu & Kashmir, 31-03-2020,M,15.5,3359107.0,38.18,North
Jammu & Kashmir, 31-05-2020,M,18.74,3246493.0,38.21,North
Jammu & Kashmir, 30-06-2020,M,17.92,3202336.0,37.24,North
Jammu & Kashmir, 31-07-2020,M,10.88,3558889.0,38.03,North
Jammu & Kashmir, 31-08-2020,M,11.09,3429950.0,36.66,North
Jammu & Kashmir, 30-09-2020,M,16.17,3210281.0,36.31,North
Jammu & Kashmir, 31-10-2020,M,16.14,3106691.0,35.05,North
Jharkhand, 31-01-2020,M,10.61,10198029.0,42.92,East
Jharkhand, 29-02-2020,M,11.85,10425425.0,44.4,East
Jharkhand, 31-03-2020,M,8.23,9638115.0,39.34,East
Jharkhand, 30-04-2020,M,47.09,5335262.0,37.69,East
Jharkhand, 31-05-2020,M,59.23,4145385.0,37.92,East
Jharkhand, 30-06-2020,M,20.95,8622722.0,40.59,East
Jharkhand, 31-07-2020,M,7.63,9521900.0,38.27,East
Jharkhand, 31-08-2020,M,9.76,9331640.0,38.31,East
Jharkhand, 30-09-2020,M,8.24,10185670.0,41.04,East
Jharkhand, 31-10-2020,M,11.8,10302276.0,43.08,East
Karnataka, 31-01-2020,M,2.86,22688028.0,42.18,South
Karnataka, 29-02-2020,M,3.61,21677719.0,40.54,South
Karnataka, 31-03-2020,M,3.46,22079653.0,41.14,South
Karnataka, 30-04-2020,M,29.84,16718395.0,42.78,South
Karnataka, 31-05-2020,M,19.97,19397853.0,43.43,South
Karnataka, 30-06-2020,M,8.44,24215057.0,47.29,South
Karnataka, 31-07-2020,M,4.01,22885616.0,42.55,South
Karnataka, 31-08-2020,M,0.5,24094289.0,43.13,South
Karnataka, 30-09-2020,M,2.41,20127176.0,36.66,South
Karnataka, 31-10-2020,M,1.58,22356390.0,40.3,South
Kerala, 31-01-2020,M,5.31,9904534.0,37.12,South
Kerala, 29-02-2020,M,7.6,9828023.0,37.71,South
Kerala, 31-03-2020,M,8.99,8221728.0,32.0,South
Kerala, 30-04-2020,M,16.99,3933276.0,16.77,South
Kerala, 31-05-2020,M,17.88,7921962.0,34.11,South
Kerala, 30-06-2020,M,9.71,9228268.0,36.11,South
Kerala, 31-07-2020,M,7.09,9504420.0,36.1,South
Kerala, 31-08-2020,M,10.98,9031944.0,35.78,South
Kerala, 30-09-2020,M,5.91,9240913.0,34.6,South
Kerala, 31-10-2020,M,3.88,9152881.0,33.52,South
Madhya Pradesh, 31-01-2020,M,4.11,23018632.0,39.42,West
Madhya Pradesh, 29-02-2020,M,4.57,22711479.0,39.0,West
Madhya Pradesh, 31-03-2020,M,2.22,22867164.0,38.24,West
Madhya Pradesh, 30-04-2020,M,12.36,19041832.0,35.45,West
Madhya Pradesh, 31-05-2020,M,21.98,18443927.0,38.48,West
Madhya Pradesh, 30-06-2020,M,6.48,23054646.0,40.04,West
Madhya Pradesh, 31-07-2020,M,5.08,23940158.0,40.88,West
Madhya Pradesh, 31-08-2020,M,4.7,23619011.0,40.08,West
Madhya Pradesh, 30-09-2020,M,3.91,23341952.0,39.2,West
Madhya Pradesh, 31-10-2020,M,3.13,23144552.0,38.47,West
Maharashtra, 31-01-2020,M,4.95,42596868.0,44.19,West
Maharashtra, 29-02-2020,M,4.69,42416317.0,43.8,West
Maharashtra, 31-03-2020,M,5.79,40196806.0,41.91,West
Maharashtra, 30-04-2020,M,20.9,27689253.0,34.32,West
Maharashtra, 31-05-2020,M,15.46,32116847.0,37.17,West
Maharashtra, 30-06-2020,M,9.23,39708538.0,42.71,West
Maharashtra, 31-07-2020,M,3.89,40998545.0,41.57,West
Maharashtra, 31-08-2020,M,6.23,40963616.0,42.49,West
Maharashtra, 30-09-2020,M,4.55,42042911.0,42.75,West
Maharashtra, 31-10-2020,M,4.1,43317881.0,43.75,West
Meghalaya, 31-01-2020,M,1.66,1491093.0,65.49,Northeast
Meghalaya, 29-02-2020,M,3.59,1346829.0,60.2,Northeast
Meghalaya, 31-03-2020,M,1.58,1482351.0,64.74,Northeast
Meghalaya, 30-04-2020,M,10.03,965057.0,45.99,Northeast
Meghalaya, 31-05-2020,M,5.92,1215064.0,55.24,Northeast
Meghalaya, 30-06-2020,M,1.15,1350794.0,58.31,Northeast
Meghalaya, 31-07-2020,M,2.1,1448106.0,62.96,Northeast
Meghalaya, 31-08-2020,M,3.74,1357643.0,59.88,Northeast
Meghalaya, 30-09-2020,M,4.29,1459726.0,64.6,Northeast
Meghalaya, 31-10-2020,M,4.6,1381490.0,61.18,Northeast
Odisha, 31-01-2020,M,1.9,13743448.0,39.44,East
Odisha, 29-02-2020,M,3.12,14280735.0,41.44,East
Odisha, 31-03-2020,M,13.08,12272109.0,39.62,East
Odisha, 30-04-2020,M,23.76,6865693.0,25.23,East
Odisha, 31-05-2020,M,11.41,11730937.0,37.04,East
Odisha, 30-06-2020,M,3.77,12903993.0,37.45,East
Odisha, 31-07-2020,M,1.88,13614400.0,38.69,East
Odisha, 31-08-2020,M,1.42,14154039.0,39.96,East
Odisha, 30-09-2020,M,2.1,13608422.0,38.63,East
Odisha, 31-10-2020,M,2.18,14094553.0,39.98,East
Puducherry, 31-01-2020,M,0.58,457950.0,37.46,South
Puducherry, 29-02-2020,M,1.76,493961.0,40.8,South
Puducherry, 31-03-2020,M,1.2,421028.0,34.49,South
